enroll,SAT,GPA,scholarship
1,1076,2.68,0.0
0,1579,4.07,0.0
1,1031,2.48,0.0
0,1496,3.65,16400.0
1,1122,2.72,0.0
0,1384,3.48,0.0
0,1366,3.35,0.0
0,1462,3.73,17300.0
1,1215,2.95,0.0
0,1390,3.64,0.0
0,1504,3.76,0.0
0,1541,4.04,7800.0
0,1399,3.44,0.0
1,1013,2.63,0.0
1,1180,3.13,0.0
1,1116,2.83,7100.0
0,1274,3.29,0.0
1,1029,2.38,14400.0
1,1356,3.41,19200.0
1,1210,3.11,6200.0
1,1346,3.2,12400.0
0,1336,3.3,11100.000000000002
0,1294,3.14,0.0
0,1228,3.26,0.0
0,1449,3.8,24700.000000000004
0,1522,3.99,24600.0
0,1342,3.38,10900.0
1,1107,2.82,0.0
0,1376,3.35,0.0
1,1213,3.06,15400.0
0,1573,4.08,5600.000000000001
0,1471,3.67,7900.0
1,1042,2.66,0.0
0,1461,3.55,0.0
0,1529,3.76,24800.0
1,1102,2.7,0.0
1,1075,2.76,0.0
1,1037,2.42,20900.0
1,1140,2.88,0.0
0,1432,3.73,0.0
0,1472,3.74,17300.0
0,1322,3.42,12100.0
0,1405,3.58,9300.0
0,1528,3.75,18300.0
1,1120,2.72,0.0
0,1552,3.9,0.0
1,1190,3.01,0.0
1,1138,2.78,6000.0
0,1495,3.91,12900.0
0,1305,3.12,0.0
1,1154,2.72,11500.0
1,1222,3.02,8700.0
1,1296,3.29,11200.000000000002
1,1247,2.96,0.0
1,1107,2.58,13200.0
0,1225,3.23,0.0
0,1420,3.41,0.0
0,1441,3.5,0.0
0,1201,3.17,0.0
0,1502,3.83,25000.0
1,1046,2.78,0.0
1,1071,2.77,0.0
1,1052,2.68,7800.0
0,1561,3.82,22100.0
0,1473,3.84,0.0
0,1221,3.25,0.0
0,1568,3.85,8700.0
1,1409,3.36,20700.0
1,1213,2.91,0.0
1,1384,3.44,24600.0
0,1310,3.2,0.0
1,1289,3.22,14300.0
1,1232,2.96,0.0
0,1461,3.72,12400.0
0,1514,3.85,20600.0
0,1291,3.33,0.0
0,1486,3.89,5400.0
0,1435,3.45,10700.0
1,1172,2.92,20900.0
1,1078,2.8,0.0
1,1102,2.82,20000.0
1,1311,3.3,14400.0
0,1426,3.51,0.0
0,1457,3.55,15500.0
0,1335,3.5,0.0
0,1468,3.47,13300.0
1,1040,2.42,6100.0
1,1074,2.49,0.0
1,1085,2.74,0.0
0,1487,3.84,14400.0
0,1342,3.4,0.0
0,1500,3.73,0.0
0,1378,3.63,13799.999999999998
1,1017,2.69,9000.0
1,1181,3.02,12800.0
1,1046,2.5,0.0
0,1333,3.21,0.0
1,1292,3.34,10200.0
0,1557,3.77,6100.0
1,1248,2.96,0.0
0,1536,3.82,8000.0
1,1155,3.01,0.0
1,1238,2.92,18300.0
1,1045,2.71,5800.0
0,1336,3.41,11200.000000000002
1,1153,2.99,22900.0
0,1579,4.07,11000.0
1,1172,3.09,0.0
0,1337,3.24,0.0
1,1171,3.11,0.0
0,1578,4.11,5900.0
1,1026,2.5,0.0
0,1503,3.61,21600.0
1,1170,2.84,5100.0
1,1146,2.74,0.0
1,1013,2.41,0.0
1,1128,2.74,11299.999999999998
0,1410,3.36,6300.0
1,1175,2.94,12500.0
1,1169,2.92,0.0
1,1022,2.36,0.0
0,1430,3.49,6100.0
0,1547,3.78,20299.999999999996
0,1393,3.36,14500.0
0,1442,3.62,14500.0
0,1361,3.53,14400.0
0,1336,3.51,0.0
0,1428,3.72,14500.0
1,1016,2.53,16800.0
1,1116,2.96,0.0
1,1260,3.18,18000.0
1,1026,2.65,0.0
0,1550,4.03,22500.0
0,1455,3.6,17500.0
1,1028,2.42,0.0
1,1040,2.49,0.0
1,1131,2.68,17700.0
0,1516,3.79,13100.0
1,1168,3.07,0.0
0,1429,3.48,0.0
0,1403,3.57,9200.0
1,1080,2.82,0.0
0,1369,3.6,12100.0
1,1031,2.57,8000.0
0,1336,3.14,0.0
1,1421,3.47,22700.0
1,1205,3.06,0.0
0,1473,3.78,10300.0
1,1118,2.99,0.0
0,1486,3.9,9000.0
1,1196,3.12,0.0
0,1341,3.26,0.0
1,1149,2.82,8100.000000000001
0,1275,3.24,0.0
1,1187,2.85,13799.999999999998
0,1513,3.77,0.0
0,1552,4.03,14200.0
1,1181,3.1,0.0
0,1281,3.18,0.0
0,1554,3.91,13000.0
0,1448,3.66,20000.0
0,1560,3.91,17100.0
0,1524,3.69,7500.0
1,1222,3.02,0.0
0,1492,3.92,6200.0
0,1524,3.91,15000.0
1,1196,2.8,0.0
1,1077,2.75,0.0
1,1035,2.59,0.0
0,1379,3.57,15000.0
0,1518,3.87,23200.0
1,1080,2.83,0.0
1,1029,2.68,6300.0
1,1010,2.54,0.0
0,1331,3.36,0.0
1,1141,2.66,19100.0
0,1471,3.81,0.0
1,1080,2.74,0.0
0,1434,3.47,14200.0
1,1153,2.9,15800.0
1,1105,2.72,17600.0
1,1040,2.56,0.0
0,1571,3.93,9800.0
1,1071,2.57,8600.0
0,1323,3.25,5300.0
0,1382,3.45,9000.0
0,1407,3.71,8600.0
1,1207,3.01,0.0
0,1449,3.77,15500.0
1,1065,2.8,0.0
1,1024,2.42,0.0
0,1543,3.93,0.0
0,1553,3.9,14700.0
1,1179,3.11,0.0
0,1486,3.87,22700.0
0,1510,3.97,17000.0
1,1380,3.28,20700.0
0,1455,3.7,13000.0
0,1555,3.75,20000.0
1,1156,2.71,0.0
1,1048,2.44,0.0
1,1035,2.6,9900.0
0,1578,4.04,13899.999999999998
0,1259,3.17,0.0
1,1093,2.81,17100.0
0,1257,3.22,0.0
0,1228,3.08,0.0
0,1463,3.83,13799.999999999998
0,1570,3.84,7600.0
1,1180,2.89,8900.0
0,1234,3.05,0.0
1,1280,3.0,22100.0
0,1541,3.77,0.0
1,1016,2.66,0.0
0,1447,3.71,7000.0
0,1423,3.51,0.0
0,1530,3.77,13000.0
1,1129,2.71,0.0
1,1336,3.32,14200.0
1,1088,2.65,9000.0
1,1011,2.34,14800.0
1,1036,2.68,0.0
1,1142,2.78,6300.0
0,1386,3.36,7800.0
0,1493,3.65,23800.0
1,1151,3.05,13200.0
1,1017,2.53,14300.0
0,1363,3.42,0.0
0,1576,3.87,6300.0
1,1197,2.93,0.0
0,1467,3.78,10700.0
1,1123,2.63,14900.0
0,1415,3.42,6400.0
1,1121,2.99,0.0
0,1304,3.16,0.0
0,1478,3.87,12900.0
1,1394,3.63,24600.0
0,1363,3.55,0.0
0,1288,3.3,0.0
0,1316,3.14,0.0
1,1104,2.9,16700.0
1,1321,3.43,12900.0
1,1036,2.62,7200.0
1,1172,2.87,0.0
0,1330,3.18,0.0
1,1144,2.84,8300.0
0,1474,3.81,0.0
1,1000,2.7,22100.0
0,1559,3.75,22200.000000000004
1,1220,2.91,6600.0
1,1177,2.93,0.0
1,1181,3.03,6800.000000000001
1,1153,2.9,14200.0
0,1510,3.9,0.0
1,1193,3.11,24600.0
1,1017,2.71,0.0
0,1546,3.88,23400.0
0,1267,3.22,0.0
0,1306,3.35,8300.0
1,1207,2.96,0.0
1,1312,3.34,13200.0
1,1076,2.64,13400.0
1,1045,2.44,8400.0
0,1502,3.84,0.0
0,1204,3.17,0.0
0,1383,3.36,0.0
1,1091,2.67,14100.0
0,1466,3.64,8300.0
1,1247,2.93,0.0
0,1492,3.6,9900.0
1,1017,2.48,0.0
0,1389,3.32,0.0
0,1281,3.38,0.0
1,1128,2.78,0.0
1,1059,2.67,19100.0
0,1258,3.17,0.0
0,1466,3.64,0.0
1,1215,2.84,5500.0
0,1466,3.52,21200.0
0,1314,3.46,0.0
0,1473,3.57,21400.0
0,1560,3.99,5400.0
1,1033,2.46,11700.0
0,1407,3.39,7900.0
1,1172,2.82,13500.0
0,1549,3.74,0.0
1,1196,3.15,8000.0
1,1048,2.73,0.0
1,1101,2.86,13200.0
0,1499,3.75,9100.0
0,1567,3.99,0.0
1,1205,3.09,0.0
0,1439,3.65,12500.0
0,1288,3.04,0.0
1,1163,2.92,14800.0
1,1076,2.57,10300.0
0,1566,3.95,20600.0
0,1540,3.72,0.0
0,1296,3.12,0.0
0,1489,3.53,24600.0
0,1286,3.22,0.0
1,1207,2.98,0.0
0,1461,3.6,23700.0
1,1243,2.94,0.0
0,1428,3.4,5100.0
0,1429,3.56,12000.0
1,1104,2.96,0.0
0,1467,3.6,0.0
0,1312,3.31,0.0
0,1580,3.84,14500.0
0,1510,3.79,18600.0
0,1441,3.8,14100.0
1,1276,3.2,8300.0
1,1275,3.11,10300.0
1,1110,2.79,0.0
1,1228,2.98,12900.0
1,1262,3.21,19200.0
1,1027,2.51,0.0
1,1236,3.02,0.0
0,1284,3.11,0.0
1,1170,3.06,0.0
1,1085,2.85,7300.0
0,1319,3.39,0.0
1,1253,3.33,15600.0
0,1359,3.44,0.0
1,1079,2.88,0.0
0,1486,3.65,8400.0
1,1187,3.08,0.0
0,1427,3.47,13500.0
1,1042,2.77,0.0
1,1055,2.7,14600.0
1,1178,3.08,0.0
0,1480,3.54,22100.0
1,1210,3.01,12200.0
1,1097,2.82,0.0
1,1329,3.36,23700.0
0,1555,4.01,15300.0
0,1390,3.53,7400.0
1,1407,3.63,22900.0
0,1524,3.69,18100.0
1,1209,3.0,0.0
1,1116,2.85,20400.0
1,1237,2.94,0.0
1,1191,2.93,24200.0
0,1364,3.26,0.0
1,1076,2.79,0.0
0,1370,3.24,9300.0
1,1042,2.67,0.0
1,1143,2.79,0.0
0,1448,3.5,0.0
1,1404,3.41,18500.0
1,1012,2.48,0.0
1,1078,2.61,0.0
1,1100,2.9,0.0
0,1478,3.87,0.0
0,1487,3.82,0.0
0,1508,3.58,9400.0
1,1058,2.5,0.0
1,1042,2.41,0.0
0,1421,3.4,0.0
0,1403,3.38,0.0
1,1133,2.99,0.0
1,1197,3.1,0.0
1,1238,3.12,18300.0
0,1351,3.41,6899.999999999999
1,1131,2.87,0.0
1,1019,2.59,0.0
0,1391,3.66,11100.000000000002
1,1034,2.75,0.0
1,1161,2.8,8400.0
0,1361,3.27,0.0
0,1245,3.08,0.0
0,1487,3.83,11100.000000000002
0,1370,3.32,8000.0
0,1447,3.53,0.0
0,1337,3.36,0.0
0,1323,3.5,0.0
1,1141,2.69,13100.0
1,1286,3.36,14400.0
0,1272,3.25,0.0
0,1541,3.81,0.0
1,1147,2.79,0.0
1,1119,2.69,0.0
0,1480,3.66,8600.0
0,1428,3.54,0.0
0,1386,3.63,9400.0
1,1072,2.51,11200.000000000002
0,1422,3.66,8900.0
1,1133,2.91,0.0
0,1387,3.44,0.0
1,1019,2.5,8600.0
0,1356,3.33,0.0
0,1274,3.07,0.0
1,1072,2.83,0.0
1,1163,2.87,0.0
0,1416,3.57,0.0
0,1395,3.45,0.0
0,1580,3.88,16200.000000000002
0,1356,3.46,8100.000000000001
1,1205,3.06,0.0
1,1043,2.7,0.0
1,1054,2.73,8300.0
1,1307,3.12,23200.0
1,1061,2.48,5699.999999999999
0,1488,3.53,11399.999999999998
0,1574,4.0,0.0
1,1086,2.54,10500.0
0,1529,3.89,0.0
1,1175,2.97,0.0
0,1537,3.67,0.0
0,1317,3.19,7000.0
0,1438,3.74,24100.0
1,1003,2.5,0.0
0,1508,3.63,18900.0
1,1235,3.07,6400.0
1,1082,2.65,0.0
1,1037,2.77,0.0
0,1522,3.62,24000.0
1,1113,2.6,7800.0
1,1143,3.06,0.0
1,1191,3.18,18500.0
1,1086,2.58,17300.0
1,1313,3.09,8600.0
1,1239,2.99,5699.999999999999
0,1470,3.57,0.0
1,1321,3.15,12600.0
1,1163,2.85,0.0
0,1425,3.62,20500.0
0,1491,3.69,9700.0
1,1281,3.1,13000.0
0,1393,3.46,13300.0
1,1229,2.98,0.0
1,1120,2.86,0.0
1,1004,2.45,12000.0
0,1569,3.83,23600.0
1,1156,2.75,0.0
1,1182,3.03,7400.0
1,1029,2.4,0.0
0,1415,3.66,14300.0
1,1085,2.56,0.0
0,1271,3.15,0.0
0,1548,3.94,13500.0
1,1128,2.75,0.0
0,1503,3.87,15700.0
0,1244,3.27,0.0
0,1520,3.91,0.0
1,1231,2.97,0.0
0,1396,3.32,9400.0
0,1518,3.64,23600.0
0,1338,3.22,8600.0
0,1405,3.65,14100.0
0,1464,3.51,14800.0
0,1360,3.22,0.0
0,1396,3.48,9300.0
0,1440,3.65,0.0
1,1034,2.7,0.0
0,1430,3.41,0.0
0,1549,3.74,13200.0
1,1181,2.77,0.0
1,1081,2.62,9200.0
1,1026,2.37,20700.0
1,1193,2.82,0.0
1,1185,2.8,0.0
0,1293,3.35,0.0
1,1254,3.28,17100.0
0,1518,3.95,7700.0
0,1559,3.97,0.0
0,1383,3.53,7400.0
0,1460,3.54,0.0
1,1079,2.51,0.0
1,1083,2.67,15100.0
0,1400,3.6,12600.0
1,1254,3.19,6000.0
0,1542,3.67,10100.0
0,1503,3.93,0.0
1,1299,3.36,13899.999999999998
0,1447,3.68,6300.0
0,1455,3.79,11200.000000000002
1,1069,2.86,14700.0
0,1536,3.97,0.0
0,1512,3.8,8900.0
1,1090,2.53,0.0
0,1379,3.44,12000.0
0,1415,3.48,0.0
0,1396,3.67,0.0
0,1540,4.03,0.0
1,1015,2.67,0.0
1,1194,3.17,0.0
0,1397,3.41,16400.0
1,1033,2.46,14600.0
1,1197,3.0,9800.0
1,1153,2.87,9900.0
1,1202,3.12,12200.0
1,1201,2.95,0.0
1,1141,2.97,0.0
0,1478,3.66,7400.0
1,1414,3.4,20400.0
1,1097,2.87,11200.000000000002
1,1044,2.57,7400.0
1,1111,2.82,18900.0
0,1442,3.58,12400.0
0,1221,3.22,0.0
1,1175,2.95,0.0
0,1217,3.13,0.0
0,1456,3.63,21200.0
0,1475,3.65,0.0
0,1458,3.7,19600.0
1,1104,2.75,0.0
0,1469,3.59,16200.000000000002
0,1321,3.14,6300.0
0,1527,4.0,21300.0
1,1056,2.63,0.0
0,1507,3.73,6400.0
0,1423,3.51,12900.0
1,1146,2.85,24600.0
1,1405,3.68,24700.000000000004
0,1578,3.86,15400.0
1,1192,2.92,13600.000000000002
0,1516,3.99,0.0
0,1435,3.65,13700.000000000002
1,1140,2.79,0.0
1,1218,2.95,23800.0
0,1504,3.91,22000.0
0,1449,3.56,11600.0
0,1444,3.62,5900.0
1,1121,2.95,18400.0
1,1173,3.02,0.0
0,1320,3.21,0.0
1,1036,2.77,0.0
0,1488,3.79,0.0
1,1090,2.56,0.0
1,1285,3.12,15300.0
0,1479,3.71,22599.999999999996
0,1209,3.16,0.0
1,1089,2.82,15700.0
1,1062,2.76,0.0
0,1422,3.48,0.0
1,1196,3.13,0.0
1,1054,2.73,0.0
0,1321,3.12,5500.0
1,1045,2.6,0.0
0,1293,3.1,0.0
0,1489,3.54,17000.0
0,1259,3.34,0.0
1,1033,2.68,10000.0
0,1445,3.62,0.0
0,1390,3.45,0.0
1,1072,2.62,0.0
0,1346,3.28,0.0
0,1228,3.06,0.0
0,1418,3.62,20099.999999999996
1,1361,3.22,13899.999999999998
1,1213,2.89,15700.0
1,1151,3.02,0.0
0,1516,3.82,6600.0
1,1129,2.68,10700.0
0,1563,3.96,9100.0
1,1109,2.64,0.0
1,1100,2.84,8700.0
1,1385,3.55,22700.0
1,1096,2.67,5300.0
1,1151,2.69,23300.0
0,1393,3.53,0.0
1,1122,2.89,6600.0
1,1137,2.81,12600.0
0,1282,3.33,0.0
1,1188,3.1,5300.0
1,1094,2.87,10900.0
1,1444,3.44,24900.000000000004
0,1525,3.97,9100.0
0,1257,3.29,0.0
1,1154,3.08,18400.0
0,1552,3.84,0.0
1,1171,2.76,0.0
1,1121,2.89,0.0
0,1505,3.86,11299.999999999998
1,1112,2.7,22599.999999999996
0,1441,3.74,20299.999999999996
1,1432,3.54,24800.0
1,1228,3.24,13400.0
1,1009,2.63,0.0
1,1095,2.64,0.0
1,1333,3.36,23700.0
0,1534,3.95,5300.0
0,1255,3.28,0.0
1,1028,2.51,8000.0
0,1530,3.86,13600.000000000002
0,1406,3.58,0.0
0,1315,3.49,0.0
1,1042,2.66,16600.0
1,1181,2.81,0.0
1,1096,2.79,0.0
0,1493,3.86,17500.0
1,1238,3.08,22599.999999999996
0,1507,3.74,7000.0
0,1332,3.45,0.0
1,1127,2.84,21400.0
1,1397,3.54,20500.0
1,1213,2.91,13300.0
0,1535,3.87,8400.0
1,1203,2.82,0.0
0,1307,3.16,0.0
0,1535,3.72,0.0
1,1123,2.78,5400.0
1,1319,3.11,7500.0
1,1134,2.91,0.0
1,1408,3.6,24100.0
0,1269,3.14,0.0
1,1040,2.8,0.0
1,1073,2.6,8500.0
1,1351,3.36,23600.0
1,1127,2.89,5500.0
1,1070,2.59,0.0
0,1404,3.58,6100.0
0,1224,3.18,0.0
1,1054,2.54,19100.0
1,1161,3.01,9300.0
1,1085,2.53,0.0
0,1483,3.72,19900.0
1,1084,2.59,0.0
0,1287,3.23,0.0
0,1466,3.74,8100.000000000001
0,1447,3.7,8300.0
1,1177,3.03,21400.0
0,1219,3.17,0.0
1,1055,2.52,0.0
1,1146,2.97,0.0
0,1520,3.78,22500.0
0,1482,3.52,23500.0
0,1324,3.29,10300.0
0,1424,3.46,0.0
1,1094,2.6,0.0
0,1356,3.31,0.0
0,1517,3.71,0.0
0,1520,3.61,23900.0
1,1012,2.39,17600.0
1,1087,2.52,0.0
0,1537,3.82,0.0
0,1328,3.52,5500.0
0,1386,3.6,7200.0
1,1337,3.36,15100.0
0,1364,3.23,0.0
1,1101,2.8,6500.0
0,1360,3.59,0.0
1,1186,2.9,0.0
0,1528,3.81,8200.0
1,1258,3.13,12100.0
1,1272,3.17,13200.0
1,1113,2.72,6200.0
0,1420,3.45,13500.0
0,1452,3.54,17700.0
1,1321,3.32,17600.0
1,1014,2.35,5800.0
0,1334,3.47,0.0
0,1419,3.46,11200.000000000002
0,1435,3.62,0.0
1,1097,2.71,0.0
1,1159,2.89,0.0
1,1124,2.97,13300.0
1,1038,2.71,17700.0
1,1083,2.52,0.0
1,1129,2.86,22400.000000000004
1,1228,3.04,8600.0
0,1258,3.26,0.0
1,1125,2.67,13300.0
0,1421,3.43,0.0
1,1012,2.48,0.0
1,1243,3.02,20800.0
1,1089,2.53,12300.0
0,1383,3.44,0.0
0,1381,3.43,14900.0
1,1329,3.38,23800.0
0,1233,3.13,0.0
0,1334,3.3,8800.0
1,1172,2.95,12100.0
1,1396,3.54,24900.000000000004
0,1470,3.61,24300.0
0,1567,4.0,6400.0
1,1000,2.55,15800.0
1,1011,2.56,6500.0
0,1524,3.67,12500.0
0,1476,3.62,14600.0
1,1011,2.5,0.0
0,1555,3.69,0.0
1,1056,2.62,20600.0
1,1039,2.59,8200.0
1,1122,2.7,0.0
1,1162,2.83,0.0
1,1065,2.76,0.0
1,1208,2.87,14800.0
1,1026,2.73,8600.0
0,1507,3.69,0.0
1,1283,3.27,14100.0
0,1247,3.07,0.0
1,1165,2.88,0.0
0,1322,3.23,0.0
0,1257,3.33,0.0
1,1115,2.78,11000.0
1,1176,3.09,0.0
1,1104,2.73,0.0
1,1074,2.65,6100.0
1,1147,2.75,6899.999999999999
1,1238,3.0,0.0
0,1256,3.14,0.0
0,1504,3.82,17800.0
1,1060,2.84,0.0
1,1003,2.38,0.0
0,1580,3.97,14300.0
1,1410,3.5,22000.0
0,1333,3.17,8100.000000000001
0,1532,3.82,0.0
1,1153,2.76,0.0
0,1425,3.38,0.0
0,1356,3.19,0.0
0,1444,3.54,6000.0
0,1388,3.33,9100.0
1,1100,2.56,23200.0
1,1074,2.64,0.0
0,1369,3.45,7400.0
1,1151,2.86,0.0
0,1324,3.3,6700.0
0,1333,3.52,5900.0
0,1223,3.16,0.0
1,1160,2.92,23700.0
0,1478,3.61,10600.0
0,1426,3.58,9700.0
1,1017,2.66,14000.0
0,1330,3.21,0.0
1,1028,2.66,0.0
1,1199,3.13,11500.0
0,1456,3.57,11399.999999999998
0,1422,3.51,20400.0
0,1505,3.65,23300.0
1,1357,3.36,14700.0
1,1095,2.66,17400.0
1,1327,3.16,10400.0
0,1341,3.39,0.0
1,1226,2.99,20400.0
1,1207,2.98,23600.0
1,1147,3.0,0.0
1,1037,2.39,19800.0
1,1202,2.9,10600.0
1,1119,2.63,0.0
0,1340,3.5,0.0
1,1014,2.39,0.0
1,1290,3.06,23600.0
1,1060,2.82,0.0
1,1207,2.84,0.0
1,1174,2.88,0.0
1,1033,2.63,0.0
0,1362,3.57,5100.0
0,1331,3.41,0.0
0,1304,3.27,6000.0
1,1025,2.64,0.0
0,1487,3.76,9100.0
1,1040,2.64,14200.0
1,1022,2.62,0.0
0,1436,3.5,0.0
1,1061,2.52,0.0
0,1329,3.4,0.0
1,1000,2.61,0.0
1,1224,3.18,18400.0
1,1212,3.11,15500.0
1,1059,2.82,20700.0
0,1537,3.98,17100.0
1,1135,3.01,9800.0
0,1328,3.47,0.0
1,1374,3.25,24600.0
1,1012,2.61,0.0
0,1418,3.73,10300.0
0,1517,3.83,20299.999999999996
1,1177,2.84,0.0
1,1107,2.58,0.0
1,1357,3.46,17800.0
0,1510,3.59,11200.000000000002
1,1193,2.89,8300.0
0,1334,3.15,0.0
1,1130,3.01,9800.0
1,1149,3.06,0.0
0,1280,3.36,0.0
0,1434,3.41,11100.000000000002
0,1293,3.43,0.0
0,1456,3.52,16000.0
0,1445,3.46,20299.999999999996
1,1020,2.61,0.0
1,1249,3.06,21300.0
0,1430,3.65,7400.0
0,1463,3.54,7500.0
1,1191,2.89,0.0
1,1041,2.73,14100.0
1,1052,2.49,14700.0
0,1356,3.51,12600.0
0,1443,3.64,15400.0
1,1081,2.55,0.0
0,1377,3.46,9700.0
0,1495,3.67,7900.0
1,1112,2.92,0.0
1,1010,2.64,15700.0
0,1427,3.5,14400.0
1,1267,2.97,7300.0
0,1417,3.37,6000.0
1,1234,3.08,24800.0
0,1558,3.87,10200.0
0,1382,3.26,0.0
1,1200,3.15,0.0
1,1172,3.09,0.0
1,1342,3.42,23300.0
0,1469,3.67,11800.0
1,1126,2.79,0.0
1,1036,2.78,0.0
1,1083,2.82,23100.0
0,1567,3.96,12100.0
0,1516,3.9,21600.0
1,1078,2.71,11700.0
1,1011,2.36,0.0
0,1286,3.09,0.0
1,1373,3.56,23900.0
1,1138,2.69,12700.0
0,1528,3.81,8900.0
0,1438,3.43,9400.0
1,1379,3.52,24200.0
0,1484,3.59,9100.0
0,1227,3.21,0.0
1,1086,2.73,11600.0
0,1323,3.33,0.0
1,1065,2.68,0.0
0,1357,3.24,0.0
0,1355,3.37,0.0
0,1507,3.94,17400.0
0,1267,3.03,0.0
0,1388,3.3,0.0
1,1180,2.8,0.0
0,1500,3.83,0.0
1,1149,3.03,14700.0
0,1259,2.97,0.0
1,1143,2.87,5800.0
0,1410,3.72,13300.0
1,1018,2.41,14600.0
1,1003,2.62,0.0
0,1486,3.9,18200.0
0,1231,3.11,0.0
0,1315,3.14,0.0
1,1218,3.15,21100.0
0,1361,3.22,0.0
0,1351,3.55,7100.0
1,1238,3.25,11399.999999999998
0,1560,3.97,8800.0
0,1567,3.84,8300.0
1,1210,2.92,8300.0
1,1089,2.87,0.0
0,1502,3.93,10600.0
1,1004,2.39,0.0
1,1096,2.7,23900.0
0,1565,4.01,11500.0
1,1121,2.63,13300.0
0,1454,3.76,10100.0
0,1384,3.42,10900.0
0,1495,3.82,0.0
0,1422,3.65,14900.0
1,1083,2.77,7900.0
0,1375,3.39,8100.000000000001
1,1356,3.29,12900.0
0,1525,3.96,14600.0
1,1094,2.81,0.0
1,1185,2.96,5100.0
0,1433,3.61,0.0
0,1428,3.53,0.0
1,1181,2.91,0.0
0,1538,3.71,8300.0
0,1413,3.4,0.0
1,1234,3.2,16200.000000000002
1,1131,2.84,0.0
1,1041,2.55,0.0
1,1096,2.78,6200.0
0,1356,3.42,10100.0
0,1248,3.24,0.0
1,1194,2.92,0.0
0,1317,3.3,0.0
1,1012,2.48,0.0
1,1389,3.55,23000.0
0,1234,3.21,0.0
0,1372,3.32,11299.999999999998
1,1164,3.07,0.0
0,1215,3.15,0.0
0,1291,3.03,0.0
1,1066,2.73,0.0
0,1230,3.23,0.0
0,1308,3.26,0.0
0,1482,3.51,14800.0
1,1076,2.72,0.0
0,1263,3.16,0.0
0,1275,3.25,0.0
1,1188,3.16,12800.0
0,1484,3.52,14500.0
1,1111,2.72,0.0
0,1477,3.56,14100.0
1,1157,3.04,15000.0
0,1550,3.96,0.0
0,1538,3.83,25000.0
1,1087,2.58,5200.0
0,1445,3.44,8800.0
0,1485,3.77,8300.0
0,1459,3.72,7700.0
0,1425,3.49,0.0
0,1352,3.54,8000.0
0,1239,3.05,0.0
1,1333,3.25,12900.0
1,1046,2.45,0.0
0,1279,3.36,0.0
1,1129,2.98,0.0
1,1080,2.73,0.0
1,1067,2.61,0.0
1,1111,2.73,0.0
1,1300,3.19,14300.0
1,1057,2.57,0.0
0,1318,3.4,0.0
1,1070,2.84,14000.0
1,1078,2.55,0.0
0,1239,3.07,0.0
1,1039,2.64,17600.0
0,1449,3.77,0.0
1,1122,2.72,13400.0
1,1178,3.08,15000.0
0,1479,3.71,13300.0
1,1171,2.91,0.0
0,1427,3.67,12700.0
0,1517,3.63,8600.0
1,1104,2.57,0.0
0,1256,3.22,0.0
1,1026,2.52,0.0
0,1429,3.43,19500.0
0,1358,3.36,8600.0
1,1439,3.54,22700.0
0,1534,3.92,6899.999999999999
0,1334,3.3,0.0
1,1151,2.76,9800.0
0,1225,3.11,0.0
0,1379,3.55,12300.0
1,1030,2.53,0.0
0,1240,3.24,0.0
0,1460,3.55,8500.0
1,1063,2.77,0.0
1,1113,2.77,0.0
1,1408,3.37,18700.0
0,1264,3.05,0.0
1,1139,2.92,23600.0
0,1273,3.1,0.0
0,1428,3.46,0.0
1,1313,3.48,15300.0
1,1316,3.22,13300.0
1,1065,2.55,19800.0
0,1367,3.55,12300.0
0,1373,3.51,17500.0
0,1410,3.72,12400.0
0,1287,3.41,0.0
1,1177,2.96,7700.0
0,1314,3.33,0.0
0,1549,3.89,8600.0
0,1435,3.53,10300.0
1,1106,2.59,0.0
1,1072,2.59,0.0
1,1392,3.67,21800.0
1,1240,2.98,0.0
1,1241,2.93,21000.0
1,1138,2.92,0.0
1,1279,3.03,10800.0
0,1502,3.77,5800.0
0,1296,3.15,0.0
0,1463,3.78,22200.000000000004
1,1168,2.97,0.0
0,1488,3.68,20200.0
0,1486,3.73,0.0
0,1309,3.32,0.0
0,1483,3.57,11200.000000000002
1,1265,3.12,13100.0
0,1404,3.4,6000.0
1,1142,3.01,0.0
1,1102,2.91,0.0
0,1397,3.57,5100.0
1,1011,2.71,6100.0
0,1330,3.33,0.0
1,1226,2.9,0.0
0,1417,3.48,12100.0
1,1153,2.94,0.0
0,1579,4.05,19100.0
0,1245,3.08,0.0
1,1192,3.0,0.0
0,1483,3.83,0.0
0,1401,3.45,5500.0
1,1156,2.8,0.0
0,1251,3.21,0.0
0,1365,3.31,9000.0
0,1344,3.18,5200.0
1,1384,3.3,16800.0
0,1480,3.73,0.0
1,1231,2.94,0.0
1,1096,2.88,0.0
1,1097,2.84,10700.0
0,1318,3.35,10400.0
0,1296,3.23,0.0
1,1173,2.9,0.0
0,1564,4.06,6500.0
0,1454,3.65,9100.0
0,1406,3.67,8300.0
0,1334,3.38,9900.0
1,1002,2.43,8400.0
0,1546,4.04,18000.0
0,1378,3.4,0.0
1,1143,2.75,0.0
0,1507,3.59,10400.0
1,1194,3.17,0.0
0,1426,3.49,19600.0
1,1411,3.42,21200.0
1,1346,3.41,14200.0
1,1051,2.78,0.0
0,1426,3.43,5000.0
0,1427,3.72,0.0
1,1210,3.09,9400.0
0,1532,3.86,18200.0
